date,price,bedrooms,bathrooms,floors,waterfront,view,condition,sqft_above,sqft_basement,street,city,country
5/5/2014 0:00,449250,4,2,1.5,0,0,5,1480,0,519 N 104th St,Seattle,USA
5/5/2014 0:00,329950,2,1,1.5,0,0,4,1140,0,14017 Roslyn Pl N,Seattle,USA
5/5/2014 0:00,245000,3,1.75,1,0,0,3,1000,920,30001-30021 55th Pl S,Auburn,USA
5/5/2014 0:00,549000,4,2.5,2,0,0,3,2910,0,16026 SE 137th Terrace,Renton,USA
5/5/2014 0:00,800000,3,2.5,2,0,0,3,3240,0,22721-22727 SE 27th St,Sammamish,USA
5/5/2014 0:00,249950,3,2,1,0,0,4,1550,0,18027 SE 128th St,Renton,USA
5/5/2014 0:00,210000,5,2,1,0,0,3,1430,620,20927-20999 2nd Ave S,Des Moines,USA
5/5/2014 0:00,1425000,2,2.5,2,0,0,3,2220,0,1857 41st Ave E,Seattle,USA
5/5/2014 0:00,585000,2,1,1.5,0,0,3,1520,250,353 NW 88th St,Seattle,USA
5/5/2014 0:00,615000,4,1.75,1,0,0,4,1960,340,18427 NE 26th Way,Redmond,USA
5/5/2014 0:00,618500,3,2,1,0,0,4,1080,720,2803 NE 62nd St,Seattle,USA
5/5/2014 0:00,487585,4,1.75,1,0,0,3,1470,540,13313 127th Pl NE,Kirkland,USA
5/5/2014 0:00,509900,3,2.5,2,0,0,3,1790,0,4532 185th Ave SE,Issaquah,USA
5/5/2014 0:00,631625,4,2.5,2,0,0,3,2440,0,9288-9358 Holman Rd NW,Seattle,USA
5/5/2014 0:00,555000,3,2.5,2,0,0,3,1940,0,4509 185th Ave SE,Issaquah,USA
5/5/2014 0:00,340000,2,1.5,2,0,0,3,1160,0,1318 29th Ave S,Seattle,USA
5/5/2014 0:00,830000,4,2.5,2,0,0,3,3400,0,12001 173rd Pl NE,Redmond,USA
5/5/2014 0:00,890000,4,4.25,2,0,0,3,3410,1010,842 Summerhill Ridge Dr NW,Issaquah,USA
5/5/2014 0:00,366750,3,3,3,0,0,3,1571,0,14359 19th Ave NE,Seattle,USA
5/5/2014 0:00,415000,3,2.25,2.5,0,0,3,1540,80,935 4th Ave NE,Issaquah,USA
5/5/2014 0:00,416286,3,2.5,3,0,0,3,1408,0,7809 12th Ave NE,Seattle,USA
5/5/2014 0:00,478000,3,2.5,2,0,0,3,3040,0,2027 Ferndale Ave NE,Renton,USA
5/5/2014 0:00,890000,5,3.5,2,0,0,3,3200,1290,792 Summerhill Ridge Dr NW,Issaquah,USA
5/5/2014 0:00,419190,2,2.5,2,0,0,3,1590,0,1273 NE Hickory Ln,Issaquah,USA
5/5/2014 0:00,712198,4,2.5,2,0,0,3,2450,0,17122 NE 117th St,Redmond,USA
5/6/2014 0:00,397000,4,2,1,0,0,3,1200,240,10601 NE 138th Pl,Kirkland,USA
5/6/2014 0:00,450000,2,2,1.5,0,0,3,1100,0,412 NW 70th St,Seattle,USA
5/6/2014 0:00,353000,3,1,1,0,0,4,860,490,11051 35th Ave NE,Seattle,USA
5/6/2014 0:00,609000,4,2.5,2,0,0,3,2150,0,18114 NE 136th St,Redmond,USA
5/6/2014 0:00,234000,3,1.75,1,0,0,4,1010,480,25305 151st Pl SE,Covington,USA
5/6/2014 0:00,561000,3,2,2,0,0,3,2000,0,6422 Marshall Ave SW,Seattle,USA
5/6/2014 0:00,469000,2,1,1,0,0,3,1030,0,310 NW 72nd St,Seattle,USA
5/6/2014 0:00,329350,2,1,1,0,0,3,720,0,9712 4th Ave NW,Seattle,USA
5/6/2014 0:00,488000,5,2,1.5,0,0,4,2020,0,9020-9024 11th Ave NW,Seattle,USA
5/6/2014 0:00,279900,3,1.75,1,0,1,4,1100,480,1629 S 261st Pl,Des Moines,USA
5/6/2014 0:00,606000,4,2.5,2,0,0,3,2110,0,2755 NW Pine Cone Dr,Issaquah,USA
5/6/2014 0:00,312000,4,2,1,0,0,3,1300,0,2815 SW 107th St,Seattle,USA
5/6/2014 0:00,650000,3,1.5,1,0,1,3,1160,470,6009 52nd Ave NE,Seattle,USA
5/6/2014 0:00,1135000,4,2.75,1,0,3,3,1970,1400,3922 SW Henderson St,Seattle,USA
5/6/2014 0:00,325000,4,2.5,1,0,0,3,980,910,5631 17th Ave SW,Seattle,USA
5/6/2014 0:00,425000,4,2,1,0,0,5,1520,0,14876 Juanita Woodinville Way NE,Inglewood-Finn Hill,USA
5/6/2014 0:00,219000,2,1,1,0,0,3,900,0,8652 17th Ave SW,Seattle,USA
5/6/2014 0:00,250000,3,1,1,0,0,3,1050,0,18305 Dayton Ave N,Shoreline,USA
5/6/2014 0:00,390000,3,1.75,1,0,0,4,1260,0,1415 168th Ave NE,Bellevue,USA
5/6/2014 0:00,475000,6,3,1.5,0,0,3,3470,0,19007 80th Ave NE,Kenmore,USA
5/6/2014 0:00,736000,4,2.5,2,0,0,4,2290,0,17435 SE 47th St,Bellevue,USA
5/6/2014 0:00,407000,4,2.25,1,0,1,3,1710,1100,23024-23198 17th Ave S,Des Moines,USA
5/6/2014 0:00,272000,3,2.5,2,0,0,3,1650,0,32000-32072 NE 55th St,Carnation,USA
5/6/2014 0:00,362000,3,2.25,1,0,0,4,1140,500,17253 Ambaum Blvd S,Burien,USA
5/6/2014 0:00,535000,3,2.5,2,0,0,3,1850,0,8409 NE 129th Pl,Kirkland,USA
5/6/2014 0:00,284000,4,2.5,2,0,0,3,2000,0,25434 160th Ave SE,Kent,USA
5/6/2014 0:00,367500,3,1.5,1,0,0,3,1410,0,18048 3rd Ave NW,Shoreline,USA
5/6/2014 0:00,379900,4,1.75,1,0,0,4,1000,500,15007 75th Ave NE,Kenmore,USA
5/6/2014 0:00,520000,3,2.5,2,0,0,4,2460,0,5424 NE 10th St,Renton,USA
5/6/2014 0:00,175000,3,1,1,0,0,3,1010,0,207 NW 5th St,Renton,USA
5/6/2014 0:00,460000,2,2.25,2,0,0,3,1020,210,100 24th Ave E,Seattle,USA
5/6/2014 0:00,345000,4,2.5,2,0,0,3,2331,0,11853 SE 176th Ct,Renton,USA
5/6/2014 0:00,455000,5,2.5,1,0,0,3,1340,900,12633 NE 133rd Pl,Kirkland,USA
5/6/2014 0:00,610000,4,3,1,0,0,5,1580,870,15607 SE 42nd Ct,Bellevue,USA
5/6/2014 0:00,563000,4,3,2,0,0,3,2400,700,7422 NE 163rd St,Kenmore,USA
5/6/2014 0:00,612500,4,2,1,0,0,3,1030,1030,1708 NW 96th St,Seattle,USA
5/6/2014 0:00,218000,3,1.75,1,0,0,3,1320,530,33945 28th Pl SW,Federal Way,USA
5/6/2014 0:00,404000,4,1.75,1,0,0,3,960,880,16020 SE 2nd St,Bellevue,USA
5/6/2014 0:00,860000,4,2,2,0,0,3,3740,0,24507 NE 77th Pl,Redmond,USA
5/6/2014 0:00,136500,3,1.5,1,0,0,3,1420,0,32827 22nd Ave SW,Federal Way,USA
5/6/2014 0:00,313950,3,1,1,0,0,4,860,650,415 NE 94th St,Seattle,USA
5/6/2014 0:00,575000,3,1.75,1,0,2,3,1170,960,2214 W Halladay St,Seattle,USA
5/6/2014 0:00,1225000,4,2.25,2,0,0,4,2280,1210,2560 39th Ave W,Seattle,USA
5/6/2014 0:00,280000,3,1.75,1,0,0,4,1630,0,12525 458th Ave SE,North Bend,USA
5/6/2014 0:00,515000,3,2.5,2,0,0,3,1790,0,920 221st Ave NE,Sammamish,USA
5/6/2014 0:00,513000,4,2.5,2,0,0,3,2000,0,9041 NE 160th Pl,Kenmore,USA
5/6/2014 0:00,599000,4,2.25,2,0,0,4,1400,860,16022 SE 43rd St,Bellevue,USA
5/6/2014 0:00,685000,4,2.5,2,0,0,3,3030,0,24201 SE 1st Pl,Sammamish,USA
5/6/2014 0:00,365000,3,1.5,1,0,0,3,1310,0,13714 Ashworth Ave N,Seattle,USA
5/6/2014 0:00,762300,4,2.5,2,0,0,3,3880,0,22344 NE 31st St,Sammamish,USA
5/6/2014 0:00,1580000,4,3.25,1.5,0,0,5,2400,1360,5650 NE 55th St,Seattle,USA
5/6/2014 0:00,562000,5,2.25,2,0,0,3,3040,0,17649 NE 129th Pl,Redmond,USA
5/6/2014 0:00,530000,5,2.5,1,0,0,4,1690,1220,3250 165th Ave SE,Bellevue,USA
5/6/2014 0:00,525000,3,2.5,1,0,0,3,1770,1200,21603 NE 29th St,Sammamish,USA
5/6/2014 0:00,484000,2,1.75,1,0,0,3,1160,500,4711 University View Pl NE,Seattle,USA
5/6/2014 0:00,725126,4,2.5,2,0,0,3,3200,0,14707 SE 84th St,Newcastle,USA
5/6/2014 0:00,360000,4,2,1,0,0,5,2680,0,31607-31633 44th Ave S,Auburn,USA
5/6/2014 0:00,387000,3,1,1,0,0,5,1230,0,12116 SE 71st Pl,Newcastle,USA
5/6/2014 0:00,483500,4,2.5,2,0,0,3,2740,0,15418 216th Ave NE,Woodinville,USA
5/6/2014 0:00,655500,4,3.5,2,0,0,3,3380,0,1703 NW 200th Ln,Shoreline,USA
5/6/2014 0:00,345000,3,1,1,0,0,3,1110,0,3230 NE 95th St,Seattle,USA
5/6/2014 0:00,533000,5,2.75,1.5,0,0,3,1400,400,7434 Winona Ave N,Seattle,USA
5/6/2014 0:00,385000,3,1.75,1,0,0,3,1280,620,5215 32nd Ave S,Seattle,USA
5/6/2014 0:00,675000,2,1,1,0,2,3,930,0,4206 SE Newport Way,Bellevue,USA
5/6/2014 0:00,197000,3,1.75,1,0,0,4,1060,630,30020 43rd Pl S,Auburn,USA
5/6/2014 0:00,485000,3,2,1.5,0,0,3,1420,0,720 N 80th St,Seattle,USA
5/6/2014 0:00,1870000,5,4,2,0,0,3,4510,0,8300 SE 82nd St,Mercer Island,USA
5/6/2014 0:00,295000,3,2.25,1,0,0,4,1560,420,31966 36th Ave SW,Federal Way,USA
5/6/2014 0:00,499000,2,1.75,1,0,0,4,740,430,2112 N 50th St,Seattle,USA
5/6/2014 0:00,1050000,3,2.5,2,0,0,3,1610,590,2516 Yale Ave E,Seattle,USA
5/6/2014 0:00,191000,3,1.5,1,0,0,4,800,0,1003 SW 307th St,Federal Way,USA
5/6/2014 0:00,500000,3,2.5,3,0,0,3,1480,0,135 25th Ave E,Seattle,USA
5/6/2014 0:00,390000,5,3.75,1,0,0,3,1310,1580,3665 Renton Ave S,Seattle,USA
5/6/2014 0:00,979000,3,2.5,3,0,0,3,2690,0,7000 23rd Ave NW,Seattle,USA
5/6/2014 0:00,580000,4,3.25,2,0,0,3,3569,0,710 S 23rd St,Renton,USA
5/6/2014 0:00,369950,3,2,3,0,0,3,1270,0,8846 Midvale Ave N,Seattle,USA
5/6/2014 0:00,1800000,5,5,2,0,0,3,3930,560,1435 104th Ave SE,Bellevue,USA
5/6/2014 0:00,776000,4,2.5,2,0,0,3,3040,0,16775 NE 86th Ct,Redmond,USA
5/7/2014 0:00,519950,3,2.25,3,0,0,3,1170,0,1749 NW 60th St,Seattle,USA
5/7/2014 0:00,255000,5,2.25,1,0,0,3,1030,1030,105 SW 129th St,Burien,USA
5/7/2014 0:00,495000,3,1,1,0,0,3,990,0,5628 NE 59th St,Seattle,USA
5/7/2014 0:00,510000,4,2.5,2,0,0,3,2430,0,1028 NE 153rd Ct,Shoreline,USA
5/7/2014 0:00,1150000,4,4,2,0,0,3,4460,0,25823 NE 30th Ct,Redmond,USA
5/7/2014 0:00,253000,3,1.75,1,0,0,3,1250,0,25502 Kanasket Dr,Black Diamond,USA
5/7/2014 0:00,503000,3,2.75,1,0,0,5,1210,330,9626 NE 129th Pl,Kirkland,USA
5/7/2014 0:00,275000,3,2.5,2,0,0,4,1600,0,21326 SE 277th Pl,Maple Valley,USA
5/7/2014 0:00,249000,3,1,1,0,0,3,1110,0,14613 6th Ave SW,Burien,USA
5/7/2014 0:00,310000,3,1.75,1,0,0,4,1220,620,19313 140th Pl SE,Renton,USA
5/7/2014 0:00,750000,3,2.75,1,0,0,4,1360,1160,2806 13th Ave W,Seattle,USA
5/7/2014 0:00,630000,3,2.5,2,0,0,3,2680,0,25339 SE 248th St,Ravensdale,USA
5/7/2014 0:00,599999,9,4.5,2.5,0,0,3,2450,1380,8809 Densmore Ave N,Seattle,USA
5/7/2014 0:00,758000,4,2.75,1,0,0,4,1780,630,10627 NE 45th St,Kirkland,USA
5/7/2014 0:00,248500,4,1.75,1,0,0,5,1720,0,16635 SE 268th St,Covington,USA
5/7/2014 0:00,310000,3,1.75,1,0,0,4,1420,650,19654 116th Ave SE,Kent,USA
5/7/2014 0:00,460000,3,2,2,0,0,4,1760,0,5003 159th Ct NE,Redmond,USA
5/7/2014 0:00,675000,3,1.75,1,0,0,4,1680,0,4 128th Ave SE,Bellevue,USA
5/7/2014 0:00,526000,2,2,1.5,0,0,4,1550,0,3845 Whitman Ave N,Seattle,USA
5/7/2014 0:00,560000,3,3,2,0,2,3,3180,940,32223 NE 88th St,Carnation,USA
5/7/2014 0:00,415000,4,3,2,0,0,3,1830,0,15204 88th Ave NE,Bothell,USA
5/7/2014 0:00,246000,3,1,1,0,0,3,1400,0,624 SW 137th St,Burien,USA
5/7/2014 0:00,314500,3,1.75,1,0,0,4,1870,0,29645 10th Pl S,Federal Way,USA
5/7/2014 0:00,3200000,7,4.5,2.5,0,2,5,4760,1450,1230 Warren Ave N,Seattle,USA
5/7/2014 0:00,420000,2,1.5,1.5,0,0,4,1040,0,1713 22nd Ave S,Seattle,USA
5/7/2014 0:00,535000,3,1.75,1.5,0,0,3,2720,0,33331 NE Lake Joy Rd,Carnation,USA
5/7/2014 0:00,350000,3,1,1,0,0,3,1010,0,9703 130th Ave NE,Kirkland,USA
5/7/2014 0:00,515000,3,1.75,1,0,1,4,1210,370,234 W Lake Sammamish Pkwy SE,Bellevue,USA
5/7/2014 0:00,749950,4,2.75,2,0,0,5,1960,640,4140 53rd Ave SW,Seattle,USA
5/7/2014 0:00,230000,3,2.5,2,0,0,3,1920,0,206 Oakesdale Ave SW,Renton,USA
5/7/2014 0:00,568000,3,2,1.5,0,0,3,1780,570,5531 Seward Park Ave S,Seattle,USA
5/7/2014 0:00,250000,1,1,1,0,0,2,820,280,232 SW 154th St,Burien,USA
5/7/2014 0:00,581000,4,2,1,0,0,4,1280,1230,11105 126th Ave NE,Kirkland,USA
5/7/2014 0:00,651000,3,2.5,2,0,0,4,3240,0,18611 SE 307th Ln,Kent,USA
5/7/2014 0:00,600000,3,2.5,1,0,0,4,1860,600,25525 SE 133rd St,Issaquah,USA
5/7/2014 0:00,500000,2,1,1.5,0,0,4,1010,0,331 22nd Ave E,Seattle,USA
